id,dispatch_time,incident_type,priority_number,units_arrived_at_scene
592,2023-04-15 11:31,Fire,4,1
593,2023-06-19 10:13,Medical,3,2
594,2023-05-19 14:20,Motor Vehicle Accident,4,7
595,2023-08-27 19:51,Other,11,6
596,2023-06-20 22:48,Motor Vehicle Accident,9,5
597,2023-07-14 21:07,Medical,3,5
598,2023-02-17 05:11,Motor Vehicle Accident,4,5
599,2023-04-12 11:14,Medical,9,5
600,2023-12-04 21:32,Motor Vehicle Accident,4,5
601,2023-05-26 10:20,Motor Vehicle Accident,4,3
602,2023-07-19 17:25,Medical,5,1
603,2023-08-13 12:04,Medical,5,0
604,2023-08-29 23:14,Medical,3,3
605,2023-11-15 05:58,Medical,12,11
606,2023-05-30 14:04,Fire,11,3
607,2023-05-31 16:17,Motor Vehicle Accident,3,5
608,2023-10-24 10:51,Medical,5,3
609,2023-12-02 06:59,Other,14,0
610,2023-11-05 01:26,Medical,4,3
611,2023-01-26 09:49,Fire,11,7
612,2023-12-26 08:25,Other,4,6
613,2023-07-14 03:42,Other,3,7
614,2023-07-14 15:50,Medical,4,1
615,2023-07-07 18:59,Airport Standby,3,12
616,2023-08-16 08:29,Motor Vehicle Accident,4,7
617,2023-04-06 16:33,Emergency Transfer,5,7
618,2023-05-21 18:07,Motor Vehicle Accident,12,2
619,2023-06-28 14:24,Motor Vehicle Accident,5,4
620,2023-03-30 21:03,Motor Vehicle Accident,3,4
621,2023-02-09 01:57,Medical,4,6
622,2023-12-30 21:39,Other,3,6
623,2023-02-25 06:10,Medical,1,8
624,2023-08-20 09:19,Airport Standby,4,9
625,2023-04-21 04:39,Other,4,7
626,2023-09-28 16:02,Emergency Transfer,5,7
627,2023-01-26 00:57,Other,9,10
628,2023-12-03 20:08,Medical,5,4
629,2023-09-27 16:49,Fire,5,3
630,2023-02-23 20:47,Motor Vehicle Accident,4,12
631,2023-03-26 04:54,Emergency Transfer,4,6
632,2023-10-29 00:01,Medical,4,2
633,2023-06-11 20:19,Other,3,4
634,2023-10-13 07:21,Medical,3,4
635,2023-09-26 22:18,Medical,3,5
636,2023-10-19 08:08,Motor Vehicle Accident,1,10
637,2023-12-10 05:08,Motor Vehicle Accident,9,12
638,2023-05-15 07:50,Medical,4,5
639,2023-04-26 02:24,Motor Vehicle Accident,4,5
640,2023-11-12 01:09,Motor Vehicle Accident,5,3
641,2023-10-24 01:34,Emergency Transfer,5,7
642,2023-06-16 03:15,Medical,4,7
643,2023-12-12 03:30,Medical,4,1
644,2023-09-26 02:16,Medical,4,3
645,2023-08-01 19:20,Motor Vehicle Accident,4,1
646,2023-01-20 00:32,Motor Vehicle Accident,4,5
647,2023-01-12 20:24,Motor Vehicle Accident,5,2
648,2023-10-01 13:50,Medical,3,6
649,2023-12-21 21:04,Fire,13,4
650,2023-03-31 13:04,Medical,5,7
651,2023-02-03 04:48,Fire,3,10
652,2023-01-24 20:47,Medical,4,6
653,2023-04-04 06:44,Medical,4,6
654,2023-02-07 10:47,Fire,1,9
655,2023-11-15 05:31,Other,5,6
656,2023-10-29 13:14,Medical,1,14
657,2023-11-22 09:22,Medical,5,11
658,2023-11-24 14:19,Airport Standby,4,7
659,2023-07-18 12:21,Medical,13,7
660,2023-09-17 17:00,Medical,1,2
661,2023-09-14 10:47,Medical,5,7
662,2023-07-01 03:27,Medical,4,12
663,2023-01-18 05:07,Motor Vehicle Accident,5,3
664,2023-01-21 11:50,Emergency Transfer,11,6
665,2023-07-09 08:33,Medical,9,8
666,2023-02-11 15:51,Medical,13,6
667,2023-01-09 06:33,Medical,4,4
668,2023-10-13 09:04,Motor Vehicle Accident,3,3
669,2023-05-23 06:07,Other,5,4
670,2023-05-23 18:17,Motor Vehicle Accident,5,4
671,2023-02-15 14:21,Medical,5,7
672,2023-10-11 21:18,Airport Standby,5,2
673,2023-06-03 22:46,Other,9,1
674,2023-08-11 13:59,Medical,4,3
675,2023-12-27 02:47,Motor Vehicle Accident,3,7
676,2023-10-03 21:30,Other,5,6
677,2023-09-07 13:11,Motor Vehicle Accident,1,7
678,2023-09-09 09:50,Medical,12,4
679,2023-12-11 19:07,Fire,14,5
680,2023-12-31 21:09,Other,9,3
681,2023-07-22 12:45,Motor Vehicle Accident,14,4
682,2023-10-14 17:00,Medical,1,5
683,2023-01-05 14:35,Emergency Transfer,5,13
684,2023-03-30 17:33,Motor Vehicle Accident,4,7
685,2023-03-11 22:55,Motor Vehicle Accident,14,0
686,2023-02-26 18:59,Other,4,7
687,2023-10-17 22:19,Motor Vehicle Accident,3,8
688,2023-08-10 11:52,Other,4,4
689,2023-08-10 20:03,Motor Vehicle Accident,1,4
690,2023-02-14 01:32,Medical,3,5
691,2023-07-15 12:08,Medical,4,6
692,2023-05-20 14:52,Airport Standby,5,3
693,2023-06-02 10:13,Medical,9,8
694,2023-01-14 00:28,Motor Vehicle Accident,4,3
695,2023-05-18 14:48,Medical,1,5
696,2023-03-19 00:45,Medical,3,5
697,2023-07-06 01:30,Other,4,3
698,2023-06-27 19:12,Medical,3,8
699,2023-10-10 21:14,Medical,4,5
700,2023-02-26 23:34,Fire,4,10
701,2023-03-11 01:27,Motor Vehicle Accident,13,7
702,2023-07-16 21:31,Medical,9,3
703,2023-10-12 19:55,Other,4,9
704,2023-03-27 10:15,Airport Standby,9,6
705,2023-06-01 13:42,Motor Vehicle Accident,3,0
706,2023-08-16 02:38,Fire,4,4
707,2023-09-02 17:08,Medical,3,4
708,2023-01-03 17:26,Motor Vehicle Accident,3,7
709,2023-01-03 00:46,Motor Vehicle Accident,3,5
710,2023-05-01 03:35,Other,4,5
711,2023-11-03 16:18,Medical,4,6
712,2023-02-03 08:31,Motor Vehicle Accident,5,3
713,2023-11-09 22:05,Emergency Transfer,9,9
714,2023-04-08 15:49,Other,4,8
715,2023-12-23 22:19,Other,1,5
716,2023-02-17 15:11,Medical,1,5
717,2023-03-08 15:09,Other,5,3
718,2023-05-06 07:44,Emergency Transfer,4,8
719,2023-07-12 12:28,Motor Vehicle Accident,3,4
720,2023-06-26 18:22,Fire,5,6
721,2023-04-27 23:50,Medical,3,4
722,2023-08-31 02:48,Motor Vehicle Accident,1,3
723,2023-01-18 21:12,Medical,3,11
724,2023-11-17 16:27,Motor Vehicle Accident,11,7
725,2023-01-03 06:09,Airport Standby,9,7
726,2023-10-30 12:56,Emergency Transfer,3,9
727,2023-12-04 16:02,Other,5,4
728,2023-02-24 04:39,Motor Vehicle Accident,4,1
729,2023-03-23 00:18,Fire,5,1
730,2023-07-10 23:19,Other,4,6
731,2023-03-07 07:44,Medical,1,2
732,2023-07-19 02:36,Airport Standby,11,2
733,2023-08-10 12:26,Airport Standby,14,5
734,2023-04-04 13:25,Motor Vehicle Accident,4,0
735,2023-08-07 11:18,Motor Vehicle Accident,4,1
736,2023-02-03 01:40,Motor Vehicle Accident,4,2
737,2023-04-28 10:41,Fire,12,10
738,2023-05-19 11:13,Motor Vehicle Accident,5,5
739,2023-02-12 04:34,Motor Vehicle Accident,1,8
740,2023-09-25 07:12,Motor Vehicle Accident,5,10
741,2023-04-30 11:47,Motor Vehicle Accident,3,5
742,2023-06-26 21:35,Other,1,9
743,2023-10-01 03:38,Emergency Transfer,11,5
744,2023-03-16 10:21,Medical,11,7
745,2023-04-22 08:04,Medical,5,5
746,2023-04-22 11:21,Medical,1,5
747,2023-10-23 07:28,Fire,3,3
748,2023-09-15 21:36,Emergency Transfer,1,7
749,2023-10-30 16:25,Fire,5,4
750,2023-05-19 11:58,Other,1,2
751,2023-11-20 21:33,Motor Vehicle Accident,1,8
752,2023-06-20 18:39,Medical,9,5
753,2023-01-18 03:34,Motor Vehicle Accident,5,6
754,2023-08-14 18:02,Motor Vehicle Accident,1,3
755,2023-01-22 18:48,Other,4,6
756,2023-05-24 21:50,Fire,4,4
757,2023-03-29 09:35,Other,3,8
758,2023-05-08 18:41,Motor Vehicle Accident,9,6
759,2023-02-26 02:40,Other,3,3
760,2023-04-17 01:48,Medical,4,4
761,2023-04-03 22:58,Motor Vehicle Accident,4,6
762,2023-11-19 09:58,Fire,1,4
763,2023-05-07 05:43,Other,3,7
764,2023-10-14 08:45,Motor Vehicle Accident,1,4
765,2023-03-01 09:01,Medical,9,1
766,2023-10-31 00:45,Medical,1,1
767,2023-01-23 17:38,Motor Vehicle Accident,5,5
768,2023-03-19 16:31,Motor Vehicle Accident,1,8
769,2023-08-05 16:10,Airport Standby,4,6
770,2023-03-23 03:18,Motor Vehicle Accident,4,5
771,2023-05-30 20:44,Medical,12,4
772,2023-05-06 13:56,Other,5,1
773,2023-06-19 06:34,Medical,12,6
774,2023-08-09 07:57,Other,11,6
775,2023-09-04 14:02,Emergency Transfer,5,9
776,2023-06-19 12:49,Medical,1,6
777,2023-03-18 18:59,Medical,4,4
778,2023-06-13 11:26,Medical,5,6
779,2023-04-20 17:57,Motor Vehicle Accident,9,2
780,2023-03-01 07:37,Medical,4,2
781,2023-04-03 08:31,Other,9,4
782,2023-12-25 15:45,Motor Vehicle Accident,11,2
783,2023-12-09 21:05,Motor Vehicle Accident,4,4
784,2023-04-23 22:12,Emergency Transfer,9,7
785,2023-02-24 06:34,Motor Vehicle Accident,5,9
786,2023-06-06 05:42,Other,9,3
787,2023-05-14 05:11,Motor Vehicle Accident,1,3
788,2023-07-09 16:26,Other,5,6
789,2023-06-21 01:29,Motor Vehicle Accident,4,2
790,2023-11-27 01:24,Other,5,5
791,2023-02-02 21:21,Other,14,2
792,2023-08-07 01:42,Other,13,5
793,2023-05-11 16:45,Emergency Transfer,12,9
794,2023-10-03 07:35,Other,3,7
795,2023-11-24 07:22,Medical,3,8
796,2023-01-19 08:30,Medical,5,6
797,2023-04-01 01:37,Airport Standby,4,7
798,2023-07-27 12:57,Airport Standby,9,9
799,2023-09-29 02:04,Medical,4,2
800,2023-08-06 04:16,Medical,4,4
801,2023-01-16 02:19,Motor Vehicle Accident,1,4
802,2023-07-28 11:01,Motor Vehicle Accident,4,1
803,2023-01-05 02:52,Emergency Transfer,14,8
804,2023-12-22 21:58,Motor Vehicle Accident,3,3
805,2023-09-21 12:38,Medical,4,9
806,2023-07-22 00:33,Medical,5,2
807,2023-03-13 02:19,Motor Vehicle Accident,14,4
808,2023-10-27 22:33,Motor Vehicle Accident,3,4
809,2023-10-04 19:46,Motor Vehicle Accident,9,6
810,2023-03-26 06:17,Motor Vehicle Accident,3,8
811,2023-10-04 04:38,Motor Vehicle Accident,4,2
812,2023-03-20 04:57,Medical,3,4
813,2023-04-11 13:48,Motor Vehicle Accident,9,5
814,2023-05-24 02:13,Motor Vehicle Accident,5,1
815,2023-08-10 09:41,Medical,4,5
816,2023-12-01 19:09,Other,3,2
817,2023-12-31 06:54,Motor Vehicle Accident,5,2
818,2023-09-08 21:30,Emergency Transfer,1,7
819,2023-04-23 11:16,Motor Vehicle Accident,11,7
820,2023-03-14 22:38,Fire,5,12
821,2023-07-02 17:09,Motor Vehicle Accident,12,7
822,2023-11-02 18:12,Motor Vehicle Accident,1,4
823,2023-12-28 12:13,Medical,1,3
824,2023-04-22 11:46,Other,1,1
825,2023-08-31 10:44,Motor Vehicle Accident,14,11
826,2023-12-20 03:42,Motor Vehicle Accident,1,5
827,2023-11-04 00:22,Fire,3,9
828,2023-10-12 04:44,Motor Vehicle Accident,1,6
829,2023-05-04 12:05,Motor Vehicle Accident,1,5
830,2023-01-29 07:52,Other,3,3
831,2023-08-01 12:18,Fire,5,7
832,2023-12-27 16:45,Fire,5,5
833,2023-07-01 02:39,Medical,5,7
834,2023-08-13 05:23,Motor Vehicle Accident,4,7
835,2023-04-10 15:36,Motor Vehicle Accident,3,2
836,2023-12-08 01:18,Motor Vehicle Accident,4,2
837,2023-09-03 04:35,Medical,11,7
838,2023-09-10 04:32,Medical,4,4
839,2023-02-28 00:30,Motor Vehicle Accident,4,4
840,2023-06-08 21:59,Motor Vehicle Accident,4,4
841,2023-09-10 11:56,Medical,1,3
842,2023-05-05 05:42,Fire,4,7
843,2023-01-04 23:38,Motor Vehicle Accident,4,4
844,2023-07-18 21:13,Fire,5,9
845,2023-12-03 04:31,Emergency Transfer,1,10
846,2023-07-20 11:32,Motor Vehicle Accident,9,1
847,2023-12-16 08:32,Other,11,5
848,2023-11-20 22:54,Other,1,8
849,2023-02-08 03:01,Motor Vehicle Accident,4,7
850,2023-08-26 17:28,Other,5,8
851,2023-05-23 14:38,Motor Vehicle Accident,3,1
852,2023-03-24 03:51,Motor Vehicle Accident,3,6
853,2023-09-02 00:27,Medical,3,7
854,2023-10-02 06:08,Fire,12,9
855,2023-02-16 23:08,Airport Standby,9,4
856,2023-12-27 08:06,Other,12,6
857,2023-03-20 05:49,Fire,4,7
858,2023-08-20 10:05,Motor Vehicle Accident,4,1
859,2023-08-29 03:28,Other,5,2
860,2023-02-13 15:47,Other,11,7
861,2023-04-03 01:10,Medical,11,4
862,2023-11-16 18:44,Motor Vehicle Accident,4,6
863,2023-01-22 22:57,Medical,3,4
864,2023-01-29 14:12,Motor Vehicle Accident,12,4
865,2023-01-20 17:14,Other,9,7
866,2023-01-03 12:51,Motor Vehicle Accident,1,10
867,2023-05-20 01:32,Medical,11,2
868,2023-03-25 17:46,Airport Standby,9,3
869,2023-12-15 00:19,Motor Vehicle Accident,1,3
870,2023-08-06 02:38,Medical,9,5
871,2023-06-09 19:06,Medical,4,10
872,2023-03-27 14:22,Medical,14,6
873,2023-08-18 00:17,Motor Vehicle Accident,4,4
874,2023-07-25 04:46,Motor Vehicle Accident,4,3
875,2023-08-26 22:38,Medical,12,7
876,2023-02-25 23:07,Medical,4,6
877,2023-02-05 03:28,Medical,5,5
878,2023-11-21 07:06,Motor Vehicle Accident,3,3
879,2023-04-24 14:47,Medical,4,8
880,2023-04-22 13:19,Fire,1,2
881,2023-01-05 20:05,Motor Vehicle Accident,9,4
882,2023-11-11 05:56,Motor Vehicle Accident,13,8
883,2023-05-27 02:20,Medical,5,2
884,2023-08-07 01:09,Medical,3,5
885,2023-05-20 21:03,Other,5,4
886,2023-10-08 02:02,Emergency Transfer,5,5
887,2023-02-05 04:44,Other,1,4
888,2023-09-08 07:37,Motor Vehicle Accident,11,6
889,2023-08-28 10:21,Medical,4,3
890,2023-07-28 12:54,Motor Vehicle Accident,4,10
891,2023-07-09 22:47,Medical,5,8
892,2023-02-27 05:01,Motor Vehicle Accident,14,5
893,2023-03-14 03:00,Medical,4,6
894,2023-10-28 00:30,Airport Standby,4,4
895,2023-06-06 16:38,Emergency Transfer,14,7
896,2023-07-16 04:37,Fire,13,6
897,2023-07-01 10:19,Motor Vehicle Accident,4,1
898,2023-03-15 22:11,Medical,13,1
899,2023-02-15 07:05,Other,13,8
900,2023-01-23 16:10,Other,5,9
901,2023-05-30 13:47,Motor Vehicle Accident,4,6
902,2023-03-18 12:06,Medical,5,3
903,2023-10-20 03:13,Other,5,6
904,2023-08-24 00:45,Fire,4,2
905,2023-07-16 03:48,Other,4,3
906,2023-11-09 19:06,Motor Vehicle Accident,1,5
907,2023-10-13 22:04,Motor Vehicle Accident,3,6
908,2023-05-05 08:22,Medical,4,8
909,2023-07-29 12:43,Other,1,5
910,2023-07-14 21:00,Motor Vehicle Accident,3,1
911,2023-03-24 19:28,Other,5,5
912,2023-08-28 01:28,Other,1,11
913,2023-11-23 02:28,Other,5,12
914,2023-04-12 04:21,Medical,5,2
915,2023-11-27 21:33,Motor Vehicle Accident,5,7
916,2023-06-03 03:54,Fire,3,4
917,2023-09-29 22:53,Medical,4,2
918,2023-01-23 00:15,Motor Vehicle Accident,5,6
919,2023-05-26 17:19,Other,4,9
920,2023-08-13 18:59,Other,11,2
921,2023-07-13 15:16,Medical,3,9
922,2023-09-22 11:10,Medical,1,4
923,2023-05-01 11:54,Emergency Transfer,13,2
924,2023-10-26 17:30,Motor Vehicle Accident,4,5
925,2023-04-29 14:27,Other,1,6
926,2023-07-20 03:07,Medical,1,4
927,2023-05-09 00:29,Other,3,7
928,2023-06-08 03:57,Medical,3,2
929,2023-02-16 23:19,Fire,5,0
930,2023-04-04 15:33,Motor Vehicle Accident,4,4
931,2023-04-03 18:13,Motor Vehicle Accident,4,5
932,2023-10-10 11:35,Motor Vehicle Accident,4,3
933,2023-12-24 04:25,Medical,13,2
934,2023-06-21 01:35,Medical,3,7
935,2023-12-16 15:03,Other,3,7
936,2023-08-20 01:58,Motor Vehicle Accident,9,3
937,2023-07-06 15:35,Other,11,2
938,2023-08-04 19:31,Medical,9,0
939,2023-05-17 12:59,Motor Vehicle Accident,4,8
940,2023-01-01 17:30,Fire,3,6
941,2023-01-05 20:18,Emergency Transfer,4,3
942,2023-12-23 16:07,Medical,4,4
943,2023-01-15 13:38,Fire,5,8
944,2023-09-19 08:31,Medical,4,5
945,2023-01-18 23:04,Fire,12,5
946,2023-11-12 19:10,Other,3,1
947,2023-07-29 23:55,Medical,9,4
948,2023-12-04 14:03,Medical,11,5
949,2023-08-19 12:11,Medical,3,6
950,2023-07-08 15:42,Medical,4,8
951,2023-06-25 08:53,Emergency Transfer,5,7
952,2023-08-23 00:02,Medical,12,3
953,2023-01-05 01:21,Medical,5,10
954,2023-02-14 07:25,Medical,4,11
955,2023-05-25 08:14,Motor Vehicle Accident,4,11
956,2023-03-27 08:45,Medical,3,3
957,2023-10-24 18:25,Medical,4,6
958,2023-08-18 11:57,Other,13,3
959,2023-07-31 01:22,Motor Vehicle Accident,3,9
960,2023-08-29 07:29,Fire,13,2
961,2023-02-26 09:12,Motor Vehicle Accident,4,6
962,2023-01-05 02:27,Medical,3,7
963,2023-05-26 09:54,Motor Vehicle Accident,5,5
964,2023-03-30 02:46,Medical,3,7
965,2023-08-17 04:45,Motor Vehicle Accident,4,2
966,2023-05-31 01:03,Medical,4,4
967,2023-01-19 02:56,Other,4,3
968,2023-07-01 07:12,Motor Vehicle Accident,3,7
969,2023-12-29 01:16,Motor Vehicle Accident,3,1
970,2023-01-23 04:13,Other,4,1
971,2023-06-04 23:40,Other,1,1
972,2023-06-08 00:50,Fire,1,3
973,2023-10-15 06:02,Other,9,4
974,2023-09-11 03:58,Medical,14,9
975,2023-06-16 23:45,Other,5,6
976,2023-01-12 19:10,Motor Vehicle Accident,4,5
977,2023-11-17 04:26,Medical,3,4
978,2023-08-24 20:51,Other,5,4
979,2023-03-26 02:22,Fire,1,2
980,2023-04-30 17:18,Motor Vehicle Accident,4,8
981,2023-07-23 17:50,Motor Vehicle Accident,4,2
982,2023-09-24 10:12,Fire,4,6
983,2023-02-24 14:29,Fire,3,2
984,2023-02-24 08:25,Motor Vehicle Accident,4,6
985,2023-09-21 05:48,Fire,5,10
986,2023-05-01 05:09,Other,5,4
987,2023-11-19 05:43,Motor Vehicle Accident,1,7
988,2023-03-03 12:16,Fire,1,6
989,2023-01-17 02:07,Other,4,7
990,2023-07-01 18:06,Motor Vehicle Accident,12,6
991,2023-11-06 13:02,Other,4,5
992,2023-07-04 13:45,Medical,5,3
993,2023-07-23 08:45,Other,4,8
994,2023-10-04 20:59,Medical,3,8
995,2023-08-30 21:00,Motor Vehicle Accident,11,1
996,2023-08-05 13:15,Motor Vehicle Accident,1,9
997,2023-09-27 09:16,Motor Vehicle Accident,4,2
998,2023-05-23 07:17,Other,5,1
999,2023-10-29 12:31,Medical,4,7
1000,2023-04-06 21:47,Medical,3,5
1001,2023-02-14 19:40,Motor Vehicle Accident,3,8
1002,2023-11-02 02:07,Fire,5,5
1003,2023-07-29 05:39,Medical,9,3
1004,2023-11-09 13:02,Motor Vehicle Accident,4,4
1005,2023-06-20 12:09,Motor Vehicle Accident,3,4
1006,2023-04-30 10:31,Medical,14,9
1007,2023-03-10 04:34,Emergency Transfer,11,3
1008,2023-05-16 03:58,Medical,1,7
1009,2023-11-10 23:36,Other,4,7
1010,2023-04-16 11:42,Fire,1,3
1011,2023-09-27 02:05,Fire,4,10
1012,2023-03-21 21:40,Fire,3,5
1013,2023-11-13 05:08,Fire,4,3
1014,2023-05-04 21:17,Motor Vehicle Accident,3,3
1015,2023-08-10 08:49,Motor Vehicle Accident,5,7
1016,2023-08-23 23:08,Medical,11,6
1017,2023-05-29 12:50,Other,5,9
1018,2023-03-13 23:54,Medical,5,6
1019,2023-08-18 05:03,Medical,4,3
1020,2023-11-23 22:55,Medical,13,8
1021,2023-01-23 12:39,Medical,4,8
1022,2023-09-28 17:00,Other,3,9
1023,2023-05-22 22:12,Medical,1,3
1024,2023-10-10 23:20,Motor Vehicle Accident,4,9
1025,2023-02-05 12:43,Medical,3,8
1026,2023-08-19 08:34,Medical,4,4
1027,2023-02-24 12:14,Other,4,7
1028,2023-09-12 21:19,Medical,5,7
1029,2023-03-13 19:55,Fire,12,7
1030,2023-06-13 04:44,Fire,9,3
1031,2023-06-18 01:18,Medical,9,6
1032,2023-10-24 18:21,Medical,4,6
1033,2023-11-13 07:38,Medical,3,6
1034,2023-11-03 06:37,Other,4,2
1035,2023-03-08 15:19,Medical,1,2
1036,2023-12-18 13:52,Airport Standby,4,4
1037,2023-02-18 04:28,Motor Vehicle Accident,1,1
1038,2023-04-21 06:04,Fire,13,5
1039,2023-03-20 17:54,Other,3,1
1040,2023-02-13 20:46,Other,14,2
1041,2023-09-01 12:16,Emergency Transfer,4,2
1042,2023-10-29 03:58,Other,5,3
1043,2023-11-20 10:26,Other,4,11
1044,2023-01-06 19:28,Other,11,1
1045,2023-09-30 23:00,Medical,3,5
1046,2023-09-29 23:36,Medical,4,4
1047,2023-04-01 14:54,Medical,1,6
1048,2023-02-25 08:30,Motor Vehicle Accident,1,7
1049,2023-05-07 05:50,Other,3,10
1050,2023-05-15 00:38,Fire,9,5
1051,2023-05-29 19:54,Fire,4,7
1052,2023-06-15 18:42,Other,3,6
1053,2023-06-14 14:45,Other,13,0
1054,2023-12-30 09:13,Medical,4,3
1055,2023-05-19 23:46,Fire,5,5
1056,2023-03-22 00:34,Emergency Transfer,4,4
1057,2023-08-30 08:33,Other,1,6
1058,2023-10-10 07:00,Other,3,2
1059,2023-03-17 08:31,Medical,13,8
1060,2023-05-19 15:38,Motor Vehicle Accident,1,7
1061,2023-06-01 06:53,Motor Vehicle Accident,3,4
1062,2023-11-05 18:47,Motor Vehicle Accident,1,7
1063,2023-11-11 10:54,Other,4,7
1064,2023-12-03 04:44,Motor Vehicle Accident,14,10
1065,2023-06-17 10:33,Other,3,0
1066,2023-09-26 12:30,Medical,1,10
1067,2023-05-30 22:44,Other,4,1
1068,2023-03-24 05:03,Fire,4,7
1069,2023-03-22 20:55,Other,9,0
1070,2023-01-10 16:20,Medical,4,4
1071,2023-12-01 08:36,Motor Vehicle Accident,5,8
1072,2023-08-18 22:40,Motor Vehicle Accident,4,5
1073,2023-04-20 02:25,Medical,4,5
1074,2023-02-19 00:02,Other,5,8
1075,2023-03-06 19:25,Emergency Transfer,11,6
1076,2023-06-26 23:54,Motor Vehicle Accident,5,3
1077,2023-09-16 05:42,Emergency Transfer,4,5
1078,2023-02-24 07:15,Medical,9,3
1079,2023-02-19 18:11,Other,13,4
1080,2023-02-27 14:03,Emergency Transfer,12,8
1081,2023-11-06 07:57,Other,4,2
1082,2023-10-21 16:10,Medical,1,10
1083,2023-01-16 01:16,Other,1,5
1084,2023-08-21 21:32,Other,1,8
1085,2023-12-15 14:12,Medical,12,12
1086,2023-03-18 07:38,Other,1,8
1087,2023-11-05 08:58,Other,4,5
1088,2023-09-22 22:53,Motor Vehicle Accident,5,4
1089,2023-11-21 18:13,Medical,1,10
1090,2023-03-02 20:16,Medical,5,5
1091,2023-07-07 15:03,Motor Vehicle Accident,3,9
1092,2023-01-06 15:01,Other,1,5
1093,2023-08-30 02:55,Other,4,7
1094,2023-12-09 16:03,Motor Vehicle Accident,1,8
1095,2023-03-28 03:14,Medical,1,8
1096,2023-07-18 15:02,Motor Vehicle Accident,4,3
1097,2023-09-18 04:11,Other,9,5
1098,2023-12-15 07:33,Emergency Transfer,3,4
1099,2023-01-31 03:59,Motor Vehicle Accident,4,4
1100,2023-06-18 01:17,Medical,5,6
1101,2023-05-10 06:23,Other,12,3
1102,2023-04-30 11:17,Motor Vehicle Accident,4,6
1103,2023-12-05 11:21,Medical,9,3
1104,2023-11-27 20:40,Medical,12,4
1105,2023-11-19 23:04,Other,3,5
1106,2023-09-20 14:07,Emergency Transfer,1,3
1107,2023-03-28 04:36,Motor Vehicle Accident,4,5
1108,2023-11-05 05:56,Medical,5,2
1109,2023-11-13 13:15,Emergency Transfer,5,7
1110,2023-11-26 08:29,Fire,11,6
1111,2023-09-12 05:34,Medical,3,10
1112,2023-08-21 14:40,Other,1,2
1113,2023-06-15 19:07,Motor Vehicle Accident,4,8
1114,2023-11-10 04:28,Medical,4,3
1115,2023-04-26 11:56,Motor Vehicle Accident,3,9
1116,2023-06-13 13:18,Other,11,6
1117,2023-09-18 22:58,Airport Standby,3,11
1118,2023-12-28 11:26,Motor Vehicle Accident,4,7
1119,2023-03-27 16:19,Medical,9,8
1120,2023-09-08 19:46,Medical,4,7
1121,2023-07-03 00:01,Medical,3,5
1122,2023-12-09 06:44,Motor Vehicle Accident,1,3
1123,2023-07-02 23:43,Fire,14,7
1124,2023-03-13 23:45,Other,3,6
1125,2023-01-08 06:15,Emergency Transfer,11,4
1126,2023-07-01 08:05,Medical,13,2
1127,2023-02-12 05:59,Medical,9,9
1128,2023-05-21 22:06,Medical,3,9
1129,2023-04-19 22:37,Other,5,7
1130,2023-07-04 05:57,Motor Vehicle Accident,4,7
1131,2023-02-22 17:03,Motor Vehicle Accident,5,5
1132,2023-11-07 18:51,Medical,5,3
1133,2023-07-04 04:02,Medical,3,4
1134,2023-01-14 15:45,Other,5,12
1135,2023-01-24 13:08,Other,4,3
1136,2023-02-03 14:06,Motor Vehicle Accident,4,8
1137,2023-07-16 04:22,Motor Vehicle Accident,5,4
1138,2023-04-07 09:18,Other,3,1
1139,2023-10-12 05:58,Motor Vehicle Accident,5,13
1140,2023-07-02 13:01,Fire,1,4
1141,2023-09-14 04:15,Motor Vehicle Accident,1,5
1142,2023-12-06 20:17,Medical,3,1
1143,2023-07-02 07:12,Motor Vehicle Accident,3,3
1144,2023-03-30 05:59,Other,9,2
1145,2023-01-18 14:44,Motor Vehicle Accident,5,6
1146,2023-02-11 17:49,Motor Vehicle Accident,3,6
1147,2023-12-10 06:53,Medical,5,3
1148,2023-02-11 10:57,Motor Vehicle Accident,9,9
1149,2023-03-17 01:31,Other,9,6
1150,2023-04-06 03:38,Other,3,5
1151,2023-12-11 07:23,Other,1,9
1152,2023-01-16 18:38,Emergency Transfer,3,7
1153,2023-12-21 15:50,Medical,4,6
1154,2023-10-11 02:43,Motor Vehicle Accident,5,8
1155,2023-09-25 17:52,Motor Vehicle Accident,4,5
1156,2023-10-13 09:42,Airport Standby,3,6
1157,2023-06-27 09:55,Medical,1,3
1158,2023-08-20 05:20,Other,3,6
1159,2023-07-27 02:09,Medical,4,2
1160,2023-10-23 05:46,Other,4,7
1161,2023-06-28 21:55,Emergency Transfer,1,5
1162,2023-06-04 04:51,Airport Standby,5,4
1163,2023-06-24 09:15,Motor Vehicle Accident,9,7
1164,2023-04-10 06:52,Motor Vehicle Accident,4,3
1165,2023-05-23 05:41,Medical,5,5
1166,2023-08-24 16:21,Motor Vehicle Accident,1,6
1167,2023-09-15 01:22,Other,5,5
1168,2023-10-10 15:26,Medical,1,12
1169,2023-12-14 07:18,Other,5,7
1170,2023-09-08 08:20,Medical,5,6
1171,2023-02-21 08:50,Medical,4,6
1172,2023-12-06 18:51,Other,3,8
1173,2023-02-02 10:47,Fire,4,5
1174,2023-01-19 03:02,Other,5,12
1175,2023-11-04 19:23,Other,3,7
1176,2023-10-09 12:58,Motor Vehicle Accident,9,8
1177,2023-08-23 01:09,Medical,12,3
